"Census Profile, 2021 Census of Population",,,,,,,,,,,,,,
,,,Quebec [Province],,,,,,,,,,,
Knowledge of languages,        Berber languages,,39965,,21145,,18820,,0.5,,0.5,,0.5,
Knowledge of languages,          Kabyle,,35660,,18725,,16930,,0.4,,0.5,,0.4,
Knowledge of languages,          Tamazight,,3840,,2160,,1680,,0,,0.1,,0,
Knowledge of languages,"          Berber languages, n.i.e.",,1000,,545,,455,,0,,0,,0,
Knowledge of languages,        Chadic languages,,2900,,1550,,1350,,0,,0,,0,
Knowledge of languages,          Hausa,,1250,,725,,525,,0,,0,,0,
Knowledge of languages,          Mina,,1650,,825,,825,,0,,0,,0,
Knowledge of languages,        Coptic,,1150,,580,,575,,0,,0,,0,
Knowledge of languages,        Cushitic languages,,2145,,990,,1160,,0,,0,,0,
Knowledge of languages,          Bilen,,25,,15,,10,,0,,0,,0,
Knowledge of languages,          Oromo,,55,,20,,35,,0,,0,,0,
Knowledge of languages,          Somali,,2025,,925,,1100,,0,,0,,0,
Knowledge of languages,"          Cushitic languages, n.i.e.",,100,,45,,50,,0,,0,,0,
Knowledge of languages,        Semitic languages,,363875,,190005,,173870,,4.4,,4.6,,4.2,
Knowledge of languages,          Amharic,,1225,,605,,620,,0,,0,,0,
Knowledge of languages,          Arabic,,343675,,179750,,163930,,4.1,,4.4,,3.9,
Knowledge of languages,          Aramaic languages,,935,,460,,480,,0,,0,,0,
Knowledge of languages,            Assyrian Neo-Aramaic,,205,,110,,100,,0,,0,,0,
Knowledge of languages,            Chaldean Neo-Aramaic,,80,,45,,35,,0,,0,,0,
Knowledge of languages,"            Aramaic, n.o.s.",,660,,310,,345,,0,,0,,0,
Knowledge of languages,          Harari,,15,,10,,0,,0,,0,,0,
Knowledge of languages,          Hebrew,,19210,,9935,,9275,,0.2,,0.2,,0.2,
Knowledge of languages,          Maltese,,40,,20,,25,,0,,0,,0,
Knowledge of languages,          Tigrigna,,1010,,490,,520,,0,,0,,0,
Knowledge of languages,"          Semitic languages, n.i.e.",,165,,90,,70,,0,,0,,0,
Knowledge of languages,      Austro-Asiatic languages,,49720,,23320,,26405,,0.6,,0.6,,0.6,
Knowledge of languages,        Khmer (Cambodian),,12785,,5930,,6855,,0.2,,0.1,,0.2,
Knowledge of languages,        Vietnamese,,37655,,17735,,19920,,0.5,,0.4,,0.5,
Knowledge of languages,"        Austro-Asiatic languages, n.i.e",,105,,60,,45,,0,,0,,0,
Knowledge of languages,      Austronesian languages,,40880,,16660,,24225,,0.5,,0.4,,0.6,
Knowledge of languages,        Bikol,,340,,150,,190,,0,,0,,0,
Knowledge of languages,"        Bisaya, n.o.s.",,655,,285,,370,,0,,0,,0,
Knowledge of languages,        Cebuano,,1940,,625,,1315,,0,,0,,0,
Knowledge of languages,        Fijian,,10,,10,,0,,0,,0,,0,
Knowledge of languages,        Hiligaynon,,1215,,470,,745,,0,,0,,0,
Knowledge of languages,        Ilocano,,3845,,1565,,2280,,0,,0,,0.1,
Knowledge of languages,        Indonesian,,1510,,625,,885,,0,,0,,0,
Knowledge of languages,        Kankanaey,,85,,45,,45,,0,,0,,0,
Knowledge of languages,        Kinaray-a,,85,,25,,60,,0,,0,,0,
Knowledge of languages,        Malagasy languages,,3265,,1670,,1595,,0,,0,,0,
Knowledge of languages,          Merina,,2215,,1140,,1075,,0,,0,,0,
Knowledge of languages,"          Malagasy, n.o.s.",,1085,,570,,515,,0,,0,,0,
Knowledge of languages,        Malay,,595,,275,,320,,0,,0,,0,
Knowledge of languages,"        Pampangan (Kapampangan, Pampango)",,460,,195,,265,,0,,0,,0,
Knowledge of languages,        Pangasinan,,200,,90,,105,,0,,0,,0,
Knowledge of languages,"        Tagalog (Pilipino, Filipino)",,33810,,13330,,20480,,0.4,,0.3,,0.5,
Knowledge of languages,        Waray-Waray,,215,,100,,115,,0,,0,,0,
Knowledge of languages,"        Austronesian languages, n.i.e.",,1645,,655,,990,,0,,0,,0,
Knowledge of languages,      Creole languages,,135275,,62040,,73235,,1.6,,1.5,,1.8,
Knowledge of languages,        Haitian Creole,,118010,,53530,,64480,,1.4,,1.3,,1.5,
Knowledge of languages,        Jamaican English Creole,,340,,165,,175,,0,,0,,0,
Knowledge of languages,        Krio,,75,,25,,50,,0,,0,,0,
Knowledge of languages,        Morisyen,,6810,,3480,,3330,,0.1,,0.1,,0.1,
Knowledge of languages,        Sango,,1070,,570,,500,,0,,0,,0,
Knowledge of languages,"        Creole, n.o.s.",,17995,,8440,,9560,,0.2,,0.2,,0.2,
Knowledge of languages,"        Creole languages, n.i.e.",,3010,,1380,,1630,,0,,0,,0,
Knowledge of languages,      Dravidian languages,,25390,,13070,,12320,,0.3,,0.3,,0.3,
Knowledge of languages,        Kannada,,925,,530,,395,,0,,0,,0,
Knowledge of languages,        Malayalam,,2530,,1325,,1200,,0,,0,,0,
Knowledge of languages,        Tamil,,20050,,9955,,10100,,0.2,,0.2,,0.2,
Knowledge of languages,        Telugu,,3260,,2055,,1205,,0,,0,,0,
Knowledge of languages,        Tulu,,80,,30,,50,,0,,0,,0,
Knowledge of languages,"        Dravidian languages, n.i.e.",,95,,55,,40,,0,,0,,0,
Knowledge of languages,      Georgian,,245,,110,,135,,0,,0,,0,
Knowledge of languages,      Hmong-Mien languages,,10,,0,,0,,0,,0,,0,
Knowledge of languages,      Indo-European languages,,1014365,,490155,,524215,,12.2,,11.9,,12.5,
Knowledge of languages,        Albanian,,4545,,2315,,2230,,0.1,,0.1,,0.1,
Knowledge of languages,        Armenian,,22100,,10785,,11310,,0.3,,0.3,,0.3,
Knowledge of languages,        Balto-Slavic languages,,95385,,45060,,50330,,1.1,,1.1,,1.2,
Knowledge of languages,        Baltic languages,,1105,,465,,635,,0,,0,,0,
Knowledge of languages,            Latvian,,440,,180,,260,,0,,0,,0,
Knowledge of languages,            Lithuanian,,660,,290,,375,,0,,0,,0,
Knowledge of languages,          Slavic languages,,94580,,44695,,49885,,1.1,,1.1,,1.2,
Knowledge of languages,            Belarusian,,410,,185,,230,,0,,0,,0,
Knowledge of languages,            Bulgarian,,8110,,3950,,4165,,0.1,,0.1,,0.1,
Knowledge of languages,            Czech,,2165,,1040,,1120,,0,,0,,0,
Knowledge of languages,            Macedonian,,455,,205,,250,,0,,0,,0,
Knowledge of languages,            Polish,,16790,,7555,,9235,,0.2,,0.2,,0.2,
Knowledge of languages,            Russian,,55485,,26345,,29135,,0.7,,0.6,,0.7,
Knowledge of languages,            Rusyn,,15,,0,,0,,0,,0,,0,
Knowledge of languages,            Serbo-Croatian,,11145,,5505,,5635,,0.1,,0.1,,0.1,
Knowledge of languages,              Bosnian,,3060,,1520,,1540,,0,,0,,0,
Knowledge of languages,              Croatian,,4710,,2300,,2405,,0.1,,0.1,,0.1,
Knowledge of languages,              Serbian,,5285,,2560,,2725,,0.1,,0.1,,0.1,
Knowledge of languages,"              Serbo-Croatian, n.i.e.",,315,,175,,140,,0,,0,,0,
Knowledge of languages,            Slovak,,1380,,630,,750,,0,,0,,0,
Knowledge of languages,            Slovene (Slovenian),,810,,340,,465,,0,,0,,0,
Knowledge of languages,            Ukrainian,,10185,,4575,,5605,,0.1,,0.1,,0.1,
Knowledge of languages,"            Slavic languages, n.i.e.",,110,,60,,55,,0,,0,,0,
Knowledge of languages,        Celtic languages,,665,,375,,295,,0,,0,,0,
Knowledge of languages,          Irish,,300,,180,,120,,0,,0,,0,
Knowledge of languages,          Scottish Gaelic,,135,,85,,45,,0,,0,,0,
Knowledge of languages,          Welsh,,85,,45,,45,,0,,0,,0,
Knowledge of languages,"          Celtic languages, n.i.e.",,165,,90,,80,,0,,0,,0,
Knowledge of languages,        Germanic languages,,65625,,33305,,32320,,0.8,,0.8,,0.8,
Knowledge of languages,          Frisian,,65,,20,,45,,0,,0,,0,
Knowledge of languages,          High German languages,,57640,,29540,,28105,,0.7,,0.7,,0.7,
Knowledge of languages,            German,,44170,,22715,,21450,,0.5,,0.6,,0.5,
Knowledge of languages,            Pennsylvania German,,0,,0,,0,,0,,0,,0,
Knowledge of languages,            Swiss German,,1615,,785,,830,,0,,0,,0,
Knowledge of languages,            Yiddish,,12825,,6540,,6290,,0.2,,0.2,,0.2,
Knowledge of languages,          Low Saxon-Low Franconian languages,,6410,,3140,,3265,,0.1,,0.1,,0.1,
Knowledge of languages,            Afrikaans,,580,,295,,285,,0,,0,,0,
Knowledge of languages,            Dutch,,5170,,2565,,2600,,0.1,,0.1,,0.1,
Knowledge of languages,"            Low German, n.o.s.",,10,,0,,0,,0,,0,,0,
Knowledge of languages,            Low Saxon,,0,,0,,0,,0,,0,,0,
Knowledge of languages,            Plautdietsch,,40,,0,,30,,0,,0,,0,
Knowledge of languages,            Vlaams (Flemish),,735,,340,,400,,0,,0,,0,
Knowledge of languages,          Scandinavian languages,,3335,,1630,,1705,,0,,0,,0,
Knowledge of languages,            Danish,,860,,395,,460,,0,,0,,0,
Knowledge of languages,            Icelandic,,90,,35,,55,,0,,0,,0,
Knowledge of languages,            Norwegian,,735,,375,,360,,0,,0,,0,
Knowledge of languages,            Swedish,,1905,,980,,920,,0,,0,,0,
Knowledge of languages,"          Germanic languages, n.i.e.",,215,,115,,100,,0,,0,,0,
Knowledge of languages,        Greek,,50375,,24835,,25540,,0.6,,0.6,,0.6,
Knowledge of languages,        Indo-Iranian languages,,136020,,71180,,64840,,1.6,,1.7,,1.6,
Knowledge of languages,          Indo-Aryan languages,,90745,,48355,,42395,,1.1,,1.2,,1,
Knowledge of languages,            Assamese,,75,,40,,30,,0,,0,,0,
Knowledge of languages,            Bengali,,16170,,8320,,7850,,0.2,,0.2,,0.2,
Knowledge of languages,            Gujarati,,10640,,5590,,5050,,0.1,,0.1,,0.1,
Knowledge of languages,            Hindi,,35765,,19145,,16620,,0.4,,0.5,,0.4,
Knowledge of languages,            Kacchi,,375,,155,,220,,0,,0,,0,
Knowledge of languages,            Kashmiri,,115,,65,,50,,0,,0,,0,
Knowledge of languages,            Konkani,,235,,130,,105,,0,,0,,0,
Knowledge of languages,            Marathi,,1160,,620,,545,,0,,0,,0,
Knowledge of languages,            Nepali,,1375,,740,,635,,0,,0,,0,
Knowledge of languages,            Oriya languages,,105,,50,,60,,0,,0,,0,
Knowledge of languages,              Odia,,45,,25,,20,,0,,0,,0,
Knowledge of languages,"              Oriya, n.o.s.",,60,,25,,40,,0,,0,,0,
Knowledge of languages,            Punjabi (Panjabi),,34290,,18580,,15710,,0.4,,0.5,,0.4,
Knowledge of languages,            Rohingya,,250,,110,,145,,0,,0,,0,
Knowledge of languages,            Sindhi,,230,,115,,115,,0,,0,,0,
Knowledge of languages,            Sinhala (Sinhalese),,1610,,860,,755,,0,,0,,0,
Knowledge of languages,            Urdu,,21180,,11325,,9850,,0.3,,0.3,,0.2,
Knowledge of languages,"            Indo-Aryan languages, n.i.e.",,770,,445,,320,,0,,0,,0,
Knowledge of languages,          Iranian languages,,48105,,24410,,23695,,0.6,,0.6,,0.6,
Knowledge of languages,            Baluchi,,0,,0,,0,,0,,0,,0,
Knowledge of languages,            Kurdish,,1805,,1045,,755,,0,,0,,0,
Knowledge of languages,            Parsi,,135,,80,,55,,0,,0,,0,
Knowledge of languages,            Pashto,,2210,,1235,,975,,0,,0,,0,
Knowledge of languages,            Persian languages,,44745,,22585,,22160,,0.5,,0.5,,0.5,
Knowledge of languages,              Dari,,13235,,6845,,6390,,0.2,,0.2,,0.2,
Knowledge of languages,              Iranian Persian,,27430,,13785,,13645,,0.3,,0.3,,0.3,
Knowledge of languages,"              Persian (Farsi), n.o.s.",,4595,,2255,,2340,,0.1,,0.1,,0.1,
Knowledge of languages,"            Iranian languages, n.i.e.",,290,,180,,115,,0,,0,,0,
Knowledge of languages,"          Indo-Iranian languages, n.i.e.",,170,,100,,65,,0,,0,,0,
Knowledge of languages,        Italic (Romance) languages,,684830,,324095,,360735,,8.2,,7.9,,8.6,
Knowledge of languages,          Catalan,,1250,,725,,530,,0,,0,,0,
Knowledge of languages,          Italian,,168040,,82400,,85645,,2,,2,,2,
Knowledge of languages,          Portuguese,,65605,,33005,,32600,,0.8,,0.8,,0.8,
Knowledge of languages,          Romanian,,44510,,21425,,23090,,0.5,,0.5,,0.6,
Knowledge of languages,          Spanish,,453905,,210400,,243505,,5.5,,5.1,,5.8,
Knowledge of languages,"          Italic (Romance) languages, n.i.e.",,1105,,670,,435,,0,,0,,0,
Knowledge of languages,"        Indo-European languages, n.i.e.",,285,,150,,135,,0,,0,,0,
Knowledge of languages,      Japanese,,9305,,4485,,4820,,0.1,,0.1,,0.1,
Knowledge of languages,      Korean,,9265,,3920,,5350,,0.1,,0.1,,0.1,
Knowledge of languages,      Mongolian,,320,,125,,195,,0,,0,,0,
Knowledge of languages,      Niger-Congo languages,,75835,,37990,,37845,,0.9,,0.9,,0.9,
Knowledge of languages,        Akan (Twi),,2385,,1270,,1115,,0,,0,,0,
Knowledge of languages,        Bamanankan,,3525,,1810,,1720,,0,,0,,0,
Knowledge of languages,        Edo,,365,,190,,175,,0,,0,,0,
Knowledge of languages,        Éwé,,2365,,1285,,1080,,0,,0,,0,
Knowledge of languages,"        Fulah (Pular, Pulaar, Fulfulde)",,5820,,2995,,2825,,0.1,,0.1,,0.1,
Knowledge of languages,        Ga,,375,,225,,150,,0,,0,,0,
Knowledge of languages,        Ganda,,280,,135,,150,,0,,0,,0,
Knowledge of languages,        Gikuyu,,80,,25,,55,,0,,0,,0,
Knowledge of languages,        Igbo,,745,,435,,315,,0,,0,,0,
Knowledge of languages,        Kinyarwanda (Rwanda),,5740,,2675,,3065,,0.1,,0.1,,0.1,
Knowledge of languages,        Lingala,,14985,,7255,,7730,,0.2,,0.2,,0.2,
Knowledge of languages,        Luba-Kasai,,1205,,600,,605,,0,,0,,0,
Knowledge of languages,        Mòoré,,1615,,810,,805,,0,,0,,0,
Knowledge of languages,        Mwani,,80,,45,,35,,0,,0,,0,
Knowledge of languages,        Ndebele,,180,,85,,95,,0,,0,,0,
Knowledge of languages,        Rundi (Kirundi),,7310,,3490,,3825,,0.1,,0.1,,0.1,
Knowledge of languages,        Shona,,345,,190,,155,,0,,0,,0,
Knowledge of languages,        Soninke,,570,,375,,195,,0,,0,,0,
Knowledge of languages,        Sotho-Tswana languages,,85,,40,,45,,0,,0,,0,
Knowledge of languages,        Swahili,,12270,,6225,,6040,,0.1,,0.2,,0.1,
Knowledge of languages,        Wojenaka,,2195,,1100,,1095,,0,,0,,0,
Knowledge of languages,        Wolof,,9930,,5325,,4595,,0.1,,0.1,,0.1,
Knowledge of languages,        Yoruba,,3100,,1610,,1490,,0,,0,,0,
Knowledge of languages,"        Niger-Congo languages, n.i.e.",,17915,,9215,,8695,,0.2,,0.2,,0.2,
Knowledge of languages,      Nilo-Saharan languages,,1865,,905,,960,,0,,0,,0,
Knowledge of languages,        Dinka,,10,,0,,0,,0,,0,,0,
Knowledge of languages,        Nuer,,10,,0,,10,,0,,0,,0,
Knowledge of languages,"        Nilo-Saharan languages, n.i.e.",,1845,,895,,950,,0,,0,,0,
Knowledge of languages,"        African, n.o.s.",,995,,555,,440,,0,,0,,0,
Knowledge of languages,      Sign languages,,8070,,3485,,4580,,0.1,,0.1,,0.1,
Knowledge of languages,        American Sign Language,,1310,,575,,735,,0,,0,,0,
Knowledge of languages,        Quebec Sign Language,,5740,,2340,,3400,,0.1,,0.1,,0.1,
Knowledge of languages,"        Sign languages, n.i.e.",,1555,,830,,725,,0,,0,,0,
Knowledge of languages,      Sino-Tibetan languages,,107415,,49840,,57575,,1.3,,1.2,,1.4,
Knowledge of languages,        Chinese languages,,106915,,49630,,57285,,1.3,,1.2,,1.4,
Knowledge of languages,          Hakka,,810,,370,,445,,0,,0,,0,
Knowledge of languages,          Mandarin,,80520,,37100,,43420,,1,,0.9,,1,
Knowledge of languages,          Min Dong,,70,,35,,35,,0,,0,,0,
Knowledge of languages,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,4310,,1855,,2455,,0.1,,0,,0.1,
Knowledge of languages,          Wu (Shanghainese),,1255,,565,,685,,0,,0,,0,
Knowledge of languages,          Yue (Cantonese),,34030,,15430,,18600,,0.4,,0.4,,0.4,
Knowledge of languages,"          Chinese, n.o.s.",,1500,,785,,715,,0,,0,,0,
Knowledge of languages,"          Chinese languages, n.i.e.",,245,,125,,120,,0,,0,,0,
Knowledge of languages,        Tibeto-Burman languages,,465,,190,,275,,0,,0,,0,
Knowledge of languages,          Burmese,,135,,30,,110,,0,,0,,0,
Knowledge of languages,          Kuki-Chin languages,,0,,0,,0,,0,,0,,0,
Knowledge of languages,          Karenic languages,,35,,10,,25,,0,,0,,0,
Knowledge of languages,            S'gaw Karen,,20,,0,,15,,0,,0,,0,
Knowledge of languages,"            Karenic languages, n.i.e.",,15,,0,,10,,0,,0,,0,
Knowledge of languages,          Tibetan,,190,,100,,95,,0,,0,,0,
Knowledge of languages,"          Tibeto-Burman languages, n.i.e.",,130,,60,,70,,0,,0,,0,
Knowledge of languages,"        Sino-Tibetan languages, n.i.e.",,100,,60,,45,,0,,0,,0,
Knowledge of languages,      Tai-Kadai languages,,7330,,3170,,4160,,0.1,,0.1,,0.1,
Knowledge of languages,        Lao,,5485,,2595,,2885,,0.1,,0.1,,0.1,
Knowledge of languages,        Thai,,2720,,920,,1800,,0,,0,,0,
Knowledge of languages,"        Tai-Kadai languages, n.i.e.",,40,,15,,25,,0,,0,,0,
Knowledge of languages,      Turkic languages,,17795,,8940,,8850,,0.2,,0.2,,0.2,
Knowledge of languages,        Azerbaijani,,995,,570,,425,,0,,0,,0,
Knowledge of languages,        Kazakh,,125,,60,,65,,0,,0,,0,
Knowledge of languages,        Turkish,,16195,,8135,,8065,,0.2,,0.2,,0.2,
Knowledge of languages,        Uyghur,,350,,155,,200,,0,,0,,0,
Knowledge of languages,        Uzbek,,320,,155,,170,,0,,0,,0,
Knowledge of languages,"        Turkic languages, n.i.e.",,350,,165,,185,,0,,0,,0,
Knowledge of languages,      Uralic languages,,7595,,3485,,4115,,0.1,,0.1,,0.1,
Knowledge of languages,        Estonian,,230,,90,,140,,0,,0,,0,
Knowledge of languages,        Finnish,,525,,250,,270,,0,,0,,0,
Knowledge of languages,        Hungarian,,6850,,3145,,3705,,0.1,,0.1,,0.1,
Knowledge of languages,"      Other languages, n.i.e.",,835,,430,,405,,0,,0,,0,
Indigenous population,Total - Indigenous identity for the population in private households - 25% sample data,44,8308480,,4126855,,4181625,,100,,100,,100,
Indigenous population,  Indigenous identity,45,205010,,101150,,103865,,2.5,,2.5,,2.5,
Indigenous population,    Single Indigenous responses,46,193365,,95320,,98045,,2.3,,2.3,,2.3,
Indigenous population,      First Nations (North American Indian),,116550,,56080,,60475,,1.4,,1.4,,1.4,
Indigenous population,      Métis,,61010,,31620,,29390,,0.7,,0.8,,0.7,
Indigenous population,      Inuk (Inuit),,15800,,7620,,8175,,0.2,,0.2,,0.2,
Indigenous population,    Multiple Indigenous responses,47,3135,,1575,,1560,,0,,0,,0,
Indigenous population,    Indigenous responses not included elsewhere,48,8515,,4245,,4265,,0.1,,0.1,,0.1,
Indigenous population,  Non-Indigenous identity,,8103470,,4025710,,4077760,,97.5,,97.5,,97.5,
Indigenous population,Total - Registered or Treaty Indian status for the population in private households - 25% sample data,44,8308480,,4126855,,4181625,,100,,100,,100,
Indigenous population,  Registered or Treaty Indian,49,76775,,37825,,38945,,0.9,,0.9,,0.9,
Indigenous population,  Not a Registered or Treaty Indian,,8231705,,4089030,,4142680,,99.1,,99.1,,99.1,
Household characteristics,Total - Private households by tenure - 25% sample data,50,3749035,,,...,,...,100,,,...,,...
Household characteristics,  Owner,,2245605,,,...,,...,59.9,,,...,,...
Household characteristics,  Renter,,1497010,,,...,,...,39.9,,,...,,...
Household characteristics,"  Dwelling provided by the local government, First Nation or Indian band",,6425,,,...,,...,0.2,,,...,,...
Household characteristics,Total - Occupied private dwellings by condominium status - 25% sample data,51,3749035,,,...,,...,100,,,...,,...
Household characteristics,  Condominium,,515590,,,...,,...,13.8,,,...,,...
Household characteristics,  Not condominium,,3233445,,,...,,...,86.2,,,...,,...
Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,52,3749035,,,...,,...,100,,,...,,...
Household characteristics,  No bedrooms,,32020,,,...,,...,0.9,,,...,,...
Household characteristics,  1 bedroom,,623295,,,...,,...,16.6,,,...,,...
Household characteristics,  2 bedrooms,,1173600,,,...,,...,31.3,,,...,,...
Household characteristics,  3 bedrooms,,1189790,,,...,,...,31.7,,,...,,...
Household characteristics,  4 or more bedrooms,,730330,,,...,,...,19.5,,,...,,...
Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,53,3749035,,,...,,...,100,,,...,,...
Household characteristics,  1 to 4 rooms,,1378765,,,...,,...,36.8,,,...,,...
Household characteristics,  5 rooms,,645635,,,...,,...,17.2,,,...,,...
Household characteristics,  6 rooms,,435225,,,...,,...,11.6,,,...,,...
Household characteristics,  7 rooms,,403225,,,...,,...,10.8,,,...,,...
Household characteristics,  8 or more rooms,,886180,,,...,,...,23.6,,,...,,...
Household characteristics,Average number of rooms per dwelling,,5.8,,,...,,...,5.8,,,...,,...
Household characteristics,Total - Private households by number of persons per room - 25% sample data,54,3749035,,,...,,...,100,,,...,,...
Household characteristics,  One person or fewer per room,,3700720,,,...,,...,98.7,,,...,,...
Household characteristics,  More than one person per room,,48315,,,...,,...,1.3,,,...,,...
Household characteristics,Total - Private households by housing suitability - 25% sample data,55,3749035,,,...,,...,100,,,...,,...
Household characteristics,  Suitable,,3606260,,,...,,...,96.2,,,...,,...
Household characteristics,  Not suitable,,142775,,,...,,...,3.8,,,...,,...
Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,56,3749035,,,...,,...,100,,,...,,...
Household characteristics,  1960 or before,,879375,,,...,,...,23.5,,,...,,...
Household characteristics,  1961 to 1980,,1114690,,,...,,...,29.7,,,...,,...
Household characteristics,  1981 to 1990,,509120,,,...,,...,13.6,,,...,,...
Household characteristics,  1991 to 2000,,385315,,,...,,...,10.3,,,...,,...
Household characteristics,  2001 to 2005,,198595,,,...,,...,5.3,,,...,,...
Household characteristics,  2006 to 2010,,231930,,,...,,...,6.2,,,...,,...
Household characteristics,  2011 to 2015,,212290,,,...,,...,5.7,,,...,,...
Household characteristics,  2016 to 2021,57,217715,,,...,,...,5.8,,,...,,...
Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,58,3749035,,,...,,...,100,,,...,,...
Household characteristics,  Only regular maintenance and minor repairs needed,,3512925,,,...,,...,93.7,,,...,,...
Household characteristics,  Major repairs needed,,236110,,,...,,...,6.3,,,...,,...
Household characteristics,Total - Private households by number of household maintainers - 25% sample data,59,3749035,,,...,,...,100,,,...,,...
Household characteristics,  One-maintainer household,,2097670,,,...,,...,56,,,...,,...
Household characteristics,  Two-maintainer household,,1561495,,,...,,...,41.7,,,...,,...
Household characteristics,  Three-or-more-maintainer household,,89875,,,...,,...,2.4,,,...,,...
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,60,3749035,,,...,,...,100,,,...,,...
Household characteristics,  15 to 24 years,,117525,,,...,,...,3.1,,,...,,...
Household characteristics,  25 to 34 years,,525540,,,...,,...,14,,,...,,...
Household characteristics,  35 to 44 years,,647165,,,...,,...,17.3,,,...,,...
Household characteristics,  45 to 54 years,,628630,,,...,,...,16.8,,,...,,...
Household characteristics,  55 to 64 years,,760395,,,...,,...,20.3,,,...,,...
Household characteristics,  65 to 74 years,,629965,,,...,,...,16.8,,,...,,...
Household characteristics,  75 to 84 years,,336170,,,...,,...,9,,,...,,...
Household characteristics,  85 years and over,,103640,,,...,,...,2.8,,,...,,...
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",61,3706605,,,...,,...,100,,,...,,...
Household characteristics,  Spending less than 30% of income on shelter costs,,3110920,,,...,,...,83.9,,,...,,...
Household characteristics,  Spending 30% or more of income on shelter costs,,595690,,,...,,...,16.1,,,...,,...
Household characteristics,    30% to less than 100%,,542060,,,...,,...,14.6,,,...,,...
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,62,3749035,,,...,,...,100,,,...,,...
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',,901440,,,...,,...,24,,,...,,...
Household characteristics,    Spending 30% or more of income on shelter costs only,,537090,,,...,,...,14.3,,,...,,...
Household characteristics,    Not suitable only,,112775,,,...,,...,3,,,...,,...
Household characteristics,    Major repairs needed only,,179840,,,...,,...,4.8,,,...,,...
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',,15470,,,...,,...,0.4,,,...,,...
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',,41740,,,...,,...,1.1,,,...,,...
Household characteristics,    'Not suitable' and 'major repairs needed',,13135,,,...,,...,0.4,,,...,,...
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',,1395,,,...,,...,0,,,...,,...
Household characteristics,  Acceptable housing,,2847590,,,...,,...,76,,,...,,...
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",63,3652985,,,...,,...,100,,,...,,...
Household characteristics,  In core need,,218275,,,...,,...,6,,,...,,...
Household characteristics,  Not in core need,,3434710,,,...,,...,94,,,...,,...
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",,2227470,,,...,,...,,...,,...,,...
Household characteristics,  % of owner households with a mortgage,64,62.2,,,...,,...,62.2,,,...,,...
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,61,10,,,...,,...,10,,,...,,...
Household characteristics,  % in core housing need,63,2.1,,,...,,...,2.1,,,...,,...
Household characteristics,  Median monthly shelter costs for owned dwellings ($),65,1070,,,...,,...,1070,,,...,,...
Household characteristics,  Average monthly shelter costs for owned dwellings ($),65,1195,,,...,,...,1195,,,...,,...
Household characteristics,  Median value of dwellings ($),66,300000,,,...,,...,300000,,,...,,...
Household characteristics,  Average value of dwellings ($),66,376800,,,...,,...,376800,,,...,,...
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",,1493510,,,...,,...,,...,,...,,...
Household characteristics,  % of tenant households in subsidized housing,67,8.6,,,...,,...,8.6,,,...,,...
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,61,25.2,,,...,,...,25.2,,,...,,...
Household characteristics,  % in core housing need,63,11.9,,,...,,...,11.9,,,...,,...
Household characteristics,  Median monthly shelter costs for rented dwellings ($),65,810,,,...,,...,810,,,...,,...
Household characteristics,  Average monthly shelter costs for rented dwellings ($),65,886,,,...,,...,886,,,...,,...
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",,6425,,,...,,...,,...,,...,,...
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",61,4.2,,,...,,...,4.2,,,...,,...
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,440,,,...,,...,440,,,...,,...
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",65,449,,,...,,...,449,,,...,,...
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,68,8308480,,4126855,,4181620,,100,,100,,100,
Indigenous ancestry,  Indigenous ancestry (only),69,177300,,86310,,90990,,2.1,,2.1,,2.2,
Indigenous ancestry,    Single Indigenous ancestry (only),70,174610,,85025,,89585,,2.1,,2.1,,2.1,
